year,month,Cst_Cnt,Btl_Cnt,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1
1950,02,1002.5,30921.431034482757,0.0,13.80405172413793,33.36736842105263,5.542545454545452,24.95119298245614,94.1972222222222,241.4839592592593,,3.0,1.9913793103448276,,2.0,8.5,9.0,9.0,8.5,8.8,,9.0,,9.0,0.48205128205128217,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,13.80405172413793,13.785714285714286,33.36736842105263,24.953482142857137,298.79732142857154,0.0,5.542545454545452,94.21037735849056,,0.48205128205128217,,,,,,0.0,,,,,,,
1950,03,1134.8445945945946,35052.61486486487,0.0,13.099459459459458,33.18824324324323,5.691239669421489,24.949290540540538,96.01322314049588,247.99046776859504,,3.0,2.0,8.0,2.0,8.0,9.0,8.870967741935484,8.0,8.818181818181818,,9.0,,9.0,0.48681818181818176,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,13.099459459459458,13.108137931034483,33.18824324324323,24.9408275862069,299.99655172413804,0.0,5.691239669421489,96.72260869565218,,0.48681818181818176,,,,,,0.0,,,,,,,
1950,04,1249.5,38649.6875,0.0,15.03125,33.54088607594938,5.518624999999999,24.831316455696196,96.0594936708861,240.3058544303798,,3.0,2.0,,2.0,8.5,9.0,,8.5,8.5,,9.0,,9.0,0.46692307692307705,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,15.03125,14.996538461538458,33.54088607594938,24.82564102564102,310.97051282051285,0.0,5.518624999999999,96.01153846153848,,0.46692307692307705,,,,,,0.0,,,,,,,
1950,05,1354.0,41942.98449612403,0.0,13.968372093023257,33.320157480314975,5.722812500000001,24.88156692913385,97.27380952380952,249.42070714285708,,3.0,1.9922480620155039,,2.0,9.0,9.0,8.25,9.0,8.5,,9.0,,9.0,0.5250574712643679,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,13.968372093023257,13.934881889763782,33.320157480314975,24.877244094488194,306.0574803149607,0.0,5.722812500000001,97.35528455284553,,0.5250574712643679,,,,,,0.0,,,,,,,
1950,06,1471.0,45603.92380952381,0.0,14.435428571428579,33.234835164835175,5.6078431372549,24.76383516483517,96.86629213483147,246.5395707865169,,3.0,2.0,,2.0,9.0,9.0,8.75,9.0,8.941176470588236,,9.0,,9.0,0.4785714285714286,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,14.435428571428579,14.236043956043961,33.234835164835175,24.75901098901098,317.26703296703295,0.0,5.6078431372549,97.48977272727274,,0.4785714285714286,,,,,,0.0,,,,,,,
1950,07,1593.5,49310.421428571426,0.0,16.431928571428582,33.33978417266186,5.291151079136693,24.347424460431657,94.4434782608696,230.59531159420288,,3.0,2.0,,2.0,9.0,9.0,8.5,9.0,8.666666666666666,,9.0,,9.0,0.6318705035971224,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,16.431928571428582,16.427625899280585,33.33978417266186,24.343165467625898,356.9453237410071,0.0,5.291151079136693,94.68175182481755,,0.6318705035971224,,,,,,0.0,,,,,,,
1950,08,1711.5,52875.760416666664,0.0,16.190520833333334,32.908617021276605,4.965894736842105,24.08041489361703,88.03118279569892,216.30819462365588,,3.0,1.9791666666666667,,2.0,8.666666666666666,9.0,8.142857142857142,8.666666666666666,8.3,,9.0,,9.0,0.5228571428571428,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,16.190520833333334,16.22215053763441,32.908617021276605,24.05795698924731,384.0967741935485,0.0,4.965894736842105,89.90348837209302,,0.5228571428571428,,,,,,0.0,,,,,,,
1950,09,1824.5,56376.28461538462,0.0,18.249153846153845,33.37900826446281,5.226744186046513,23.928074380165295,96.39750000000005,227.45722000000015,,3.0,2.0,,2.0,9.0,9.0,9.0,9.0,9.0,,9.0,,9.0,0.44799999999999995,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,18.249153846153845,18.27272727272727,33.37900826446281,23.923636363636362,396.9338842975206,0.0,5.226744186046513,96.39750000000005,,0.44799999999999995,,,,,,0.0,,,,,,,
1950,10,1982.5,60507.17741935484,0.0,17.147849462365595,33.21207650273224,5.305243243243245,24.081803278688522,96.06758241758241,231.26704780219774,,3.064516129032258,1.7204301075268817,,2.0,8.75,9.0,9.0,8.75,8.8,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,17.147849462365595,17.19087912087912,33.21207650273224,24.07247252747254,382.7631868131868,0.0,5.305243243243245,95.9817679558011,,,,,,,,0.0,,,,,,,
1950,11,2144.4296296296297,64604.21481481481,0.0,20.87422222222223,33.93184615384616,4.670588235294118,23.69352307692307,93.11358024691357,203.9965518518519,,3.0,2.0,,2.0,9.0,9.0,8.925925925925926,9.0,8.931034482758621,,9.0,,9.0,0.48914634146341474,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,20.87422222222223,20.850230769230773,33.93184615384616,23.689230769230768,419.3038461538462,0.0,4.670588235294118,93.87012987012984,,0.48914634146341474,,,,,,0.0,,,,,,,
1951,01,2280.2619047619046,68290.06349206349,0.0,15.548253968253963,,5.5313333333333325,,,,,3.0317460317460316,1.992063492063492,,,9.0,9.0,8.98076923076923,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,15.548253968253963,,,,,,5.5313333333333325,,,,,,,,,0.0,,,,,,,
1951,02,2394.816326530612,71582.78571428571,0.0,15.621734693877547,33.28354166666665,5.360714285714286,24.680979166666674,95.54375,240.25791875000002,,3.0,2.0,,2.0,8.961538461538462,9.0,,8.961538461538462,8.961538461538462,,9.0,,9.0,0.5010000000000002,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,15.621734693877547,14.753478260869565,33.28354166666665,24.677826086956518,325.041304347826,0.0,5.360714285714286,95.3108695652174,,0.5010000000000002,,,,,,0.0,,,,,,,
1951,03,2514.0676691729323,75195.86466165414,0.0,16.097293233082706,33.324680851063825,5.442500000000001,24.746744680851062,99.01555555555555,249.95258666666663,,3.0,2.0,,2.0,9.0,9.0,9.0,9.0,9.0,,9.0,,9.0,0.5083561643835617,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,16.097293233082706,14.648723404255318,33.324680851063825,24.742340425531918,318.8893617021277,0.0,5.442500000000001,99.01555555555555,,0.5083561643835617,,,,,,0.0,,,,,,,
1951,04,2654.389705882353,79545.71323529411,0.0,14.93706766917293,33.60826086956522,5.363684210526314,24.54806976744186,93.05116279069769,225.77513093023265,,3.0,1.9774436090225564,9.0,2.0,9.0,9.0,8.333333333333334,9.0,8.98936170212766,,9.0,,9.0,0.5348192771084337,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,14.93706766917293,16.532093023255815,33.60826086956522,24.54441860465116,337.80697674418593,0.0,5.363684210526314,94.40000000000002,,0.5348192771084337,,,,,,0.0,,,,,,,
1951,05,2792.607692307692,83862.31538461539,0.0,15.110307692307693,33.531489361702135,5.353750000000001,24.55851063829788,87.99148936170212,215.05133404255312,,3.0,1.976923076923077,,2.0,9.0,9.0,8.5,9.0,9.0,,9.0,,9.0,0.5801886792452831,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,15.110307692307693,16.217446808510637,33.531489361702135,24.553829787234047,336.82340425531913,0.0,5.353750000000001,87.99148936170212,,0.5801886792452831,,,,,,0.0,,,,,,,
1951,06,2936.716417910448,88285.89552238806,0.0,19.044583333333332,,5.037540983606558,,,,,3.0597014925373136,2.0,9.0,,9.0,9.0,9.0,9.0,9.0,,9.0,,9.0,0.5582692307692307,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,19.044583333333332,,,,,0.0,5.037540983606558,,,0.5582692307692307,,,,,,0.0,,,,,,,
1951,07,3062.5247524752476,91809.75247524753,0.0,15.694444444444441,33.157910447761196,5.0807352941176465,24.911,85.9,223.1015,,3.0,1.8888888888888888,9.0,2.0,9.0,9.0,9.0,9.0,9.0,,9.0,,9.0,0.560909090909091,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,15.694444444444441,13.25,33.157910447761196,24.91,303.3,0.0,5.0807352941176465,85.9,,0.560909090909091,,,,,,0.0,,,,,,,
1951,08,3171.920792079208,94927.59405940594,0.0,16.239032258064515,,5.23529411764706,,,,,3.0,2.0,9.0,,9.0,9.0,9.0,9.0,9.0,,9.0,,9.0,0.7231506849315067,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,16.239032258064515,,,,,0.0,5.23529411764706,,,0.7231506849315067,,,,,,0.0,,,,,,,
1951,09,3307.0363636363636,98251.8090909091,0.0,18.0054054054054,34.30200000000001,4.863516483516484,23.12333333333333,91.81111111111112,195.44844444444445,,3.0,2.0,9.0,2.0,9.0,9.0,8.95,9.0,9.0,,9.0,,9.0,0.5568493150684932,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,18.0054054054054,23.75888888888889,34.30200000000001,23.12,473.7555555555555,0.0,4.863516483516484,91.81111111111112,,0.5568493150684932,,,,,,0.0,,,,,,,
1951,10,3448.026086956522,101427.17391304347,0.0,18.339393939393947,33.70338235294119,5.149870129870128,23.84671111111112,98.55,214.72398571428576,,3.0,2.0,9.0,2.0,9.0,9.0,8.974358974358974,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,18.339393939393947,19.35777777777778,33.70338235294119,23.84222222222222,404.6844444444444,0.0,5.149870129870128,98.55,,,,,,,,0.0,,,,,,,
1951,11,3552.0,103940.0989010989,0.0,18.519670329670323,33.385000000000005,5.12287356321839,24.0275,99.65,235.28635,,3.0,2.0,,2.0,9.0,9.0,9.0,9.0,9.0,,9.0,,9.0,0.6485714285714286,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,18.519670329670323,18.035,33.385000000000005,24.02,387.4,0.0,5.12287356321839,99.65,,0.6485714285714286,,,,,,0.0,,,,,,,
1951,12,3633.9295774647885,105957.69014084506,0.0,16.468309859154928,33.34,5.248684210526317,24.5045,,,,3.0,2.0,,2.0,9.0,9.0,9.0,9.0,9.0,,9.0,,9.0,0.533809523809524,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,16.468309859154928,15.850000000000001,33.34,24.5,341.9,0.0,5.248684210526317,,,0.533809523809524,,,,,,0.0,,,,,,,
1952,01,3721.686868686869,107983.28282828283,0.0,16.098571428571436,33.674375000000005,5.336739130434782,24.67531578947367,98.70000000000002,232.62297608695653,,3.0,2.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,16.098571428571436,16.13873684210527,33.674375000000005,24.670947368421054,325.6894736842105,0.0,5.336739130434782,98.70000000000002,,,,,,,,0.0,,,,,,,
1952,02,3830.1565217391303,110311.2,0.0,16.872564102564098,33.66991304347826,5.842317073170733,24.651384615384615,100.94736842105264,253.83203684210525,,3.0,1.8974358974358974,9.0,2.0,,9.0,9.0,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,16.872564102564098,16.872564102564098,33.66991304347826,24.64692307692308,327.9794871794872,0.0,5.842317073170733,100.94736842105264,,,,,,,,0.0,,,,,,,
1952,03,3978.4444444444443,113598.08187134503,0.0,14.74688888888889,33.59014925373133,5.912959999999999,24.96569767441861,99.82857142857142,250.40311428571428,,3.0,1.9777777777777779,9.0,2.0,9.0,9.0,9.0,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,14.74688888888889,14.909069767441864,33.59014925373133,24.960697674418604,298.04186046511626,0.0,5.912959999999999,99.82857142857142,,,,,,,,0.0,,,,,,,
1952,04,4174.665094339623,117918.62735849057,0.0,13.45470588235294,33.44119791666665,6.05584541062802,25.004900000000003,106.07692307692308,272.48022692307694,,3.0,1.9705882352941178,9.0,2.0,9.0,9.0,9.0,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,13.45470588235294,13.681333333333331,33.44119791666665,25.0,294.3066666666666,0.0,6.05584541062802,106.07692307692308,,,,,,,,0.0,,,,,,,
1952,05,4348.0,121816.47368421052,0.0,15.430090090090088,33.3869696969697,5.977719298245612,24.648309090909073,104.35054945054951,259.0750747252748,,3.0,1.990990990990991,9.0,2.0,9.0,9.0,8.95,9.0,8.976744186046512,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,15.430090090090088,15.415,33.3869696969697,24.644454545454547,328.26272727272726,0.0,5.977719298245612,104.5355555555556,,,,,,,,0.0,,,,,,,
1952,06,4487.558620689655,124945.70344827586,0.0,15.277034482758628,33.315971223021585,5.863450704225353,24.596510791366896,102.49558823529408,255.81291176470603,,3.0,2.0,,2.0,8.857142857142858,9.0,8.75,8.857142857142858,8.818181818181818,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,15.277034482758628,15.295797101449283,33.315971223021585,24.585507246376803,333.8413043478261,0.0,5.863450704225353,102.49850746268653,,,,,,,,0.0,,,,,,,
1952,07,4637.5,128328.07236842105,0.0,15.944144736842095,33.32724832214767,5.95119718309859,24.45393288590603,105.31428571428573,259.4840857142855,,3.0,2.0,,2.0,9.0,9.0,8.909090909090908,9.0,8.923076923076923,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,15.944144736842095,15.925033557046968,33.32724832214767,24.44973154362418,346.79865771812086,0.0,5.95119718309859,105.22517985611513,,,,,,,,0.0,,,,,,,
1952,08,4781.0,131482.8148148148,0.0,17.53562962962962,33.472977099236644,5.48462962962963,24.169083969465653,100.24205607476632,239.25201588785046,,3.0,1.6666666666666667,,2.0,8.8,9.0,8.931034482758621,8.8,8.903225806451612,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,17.53562962962962,17.609615384615378,33.472977099236644,24.15753846153847,374.5807692307691,0.0,5.48462962962963,100.21153846153844,,,,,,,,0.0,,,,,,,
1952,09,4907.5,133336.72033898305,0.0,18.761709401709396,33.405641025641025,5.690275229357801,23.816181034482756,106.43703703703703,248.24688796296292,,3.0,1.982905982905983,9.0,2.0,9.0,9.0,9.0,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,18.761709401709396,18.76568965517241,33.405641025641025,23.811293103448286,407.6301724137932,0.0,5.690275229357801,106.43703703703703,,,,,,,,0.0,,,,,,,
1952,10,5011.5,135600.7888888889,0.0,18.447555555555557,33.41079545454545,5.487375000000002,23.916750000000004,101.74125000000001,239.332205,,3.0444444444444443,2.0,,2.0,9.0,9.0,9.0,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,18.447555555555557,18.406022727272727,33.41079545454545,23.9121590909091,398.021590909091,0.0,5.487375000000002,101.74125000000001,,,,,,,,0.0,,,,,,,
1952,11,5104.5,137583.02083333334,0.0,17.449687499999992,33.39902173913043,5.095760869565217,24.1545,93.29021739130435,222.2119565217391,,3.0,2.0,,2.0,8.8,9.0,9.0,8.8,8.8,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,17.449687499999992,17.42395604395604,33.39902173913043,24.155054945054943,374.87032967032957,0.0,5.095760869565217,93.22417582417582,,,,,,,,0.0,,,,,,,
1953,01,5213.0,139732.62809917354,0.0,15.720330578512401,33.51148760330578,5.705094339622643,24.6325702479339,101.23773584905663,248.6695603773585,,3.0,2.0,,2.0,8.0,9.0,9.0,8.0,8.9375,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,15.720330578512401,15.734369747899164,33.51148760330578,24.626806722689057,329.89411764705875,0.0,5.705094339622643,101.24190476190479,,,,,,,,0.0,,,,,,,
1953,02,5324.5,142129.3725490196,0.0,14.75068627450981,33.40980000000001,5.690978260869564,24.77803000000001,98.95111111111116,247.93923777777778,,3.0,2.0,,2.0,8.333333333333334,9.0,9.0,8.333333333333334,8.75,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,14.75068627450981,14.78895833333334,33.40980000000001,24.771562500000005,316.0895833333333,0.0,5.690978260869564,99.02674418604657,,,,,,,,0.0,,,,,,,
1953,03,5448.0,144792.70344827586,0.0,14.875448275862066,33.556153846153855,5.823706293706295,24.88165034965035,101.27588652482274,254.0936971631206,,3.0,2.0,,2.0,9.0,9.0,8.666666666666666,9.0,8.8,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,14.875448275862066,14.843216783216782,33.556153846153855,24.87727272727273,306.0461538461538,0.0,5.823706293706295,101.36357142857146,,,,,,,,0.0,,,,,,,
1953,04,5613.5,148580.29032258064,0.0,13.680815217391299,33.46870056497173,5.817318840579711,25.05654545454546,99.15629629629636,253.2804518518519,,3.0,2.0,9.0,2.0,9.0,9.0,8.979591836734693,9.0,8.98076923076923,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,13.680815217391299,13.665056818181814,33.46870056497173,25.05210227272728,289.40397727272716,0.0,5.817318840579711,99.0201492537314,,,,,,,,0.0,,,,,,,
1953,05,5803.0,152794.30051813473,0.0,14.271243523316056,33.46950276243091,5.941312500000002,24.928093922651932,102.44580645161295,258.69820709677424,,3.0,1.9844559585492227,,2.0,9.0,9.0,9.0,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,14.271243523316056,14.290718232044194,33.46950276243091,24.92348066298341,301.63867403314924,0.0,5.941312500000002,102.44580645161295,,,,,,,,0.0,,,,,,,
1953,06,5977.0,156805.61290322582,0.0,14.967741935483877,33.48062937062938,5.993214285714286,24.81376223776223,104.725,261.20747142857135,,3.0,2.0,,2.0,9.0,9.0,9.0,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,14.967741935483877,14.888531468531475,33.48062937062938,24.80965034965035,312.51188811188814,0.0,5.993214285714286,104.725,,,,,,,,0.0,,,,,,,
1953,07,6124.5,160135.23571428572,0.0,17.24114285714285,33.55173913043479,5.844482758620687,24.30581159420289,107.78620689655172,254.87709999999998,,3.0,2.0,,2.0,9.0,9.0,9.0,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,17.24114285714285,17.257318840579703,33.55173913043479,24.301376811594192,360.9239130434783,0.0,5.844482758620687,107.78620689655172,,,,,,,,0.0,,,,,,,
1953,08,6250.5,162772.54464285713,0.0,16.984821428571426,33.507889908256885,5.945862068965519,24.353605504587154,109.1074074074074,259.9026925925926,,3.0,1.9910714285714286,,2.0,8.75,9.0,9.0,8.75,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,16.984821428571426,16.949999999999996,33.507889908256885,24.354814814814816,355.80092592592604,0.0,5.945862068965519,109.1074074074074,,,,,,,,0.0,,,,,,,
1953,09,6326.5,164325.825,0.0,17.83975,33.5127027027027,,24.146810810810813,,,,3.0,2.0,,2.0,9.0,9.0,9.0,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,17.83975,17.89054054054054,33.5127027027027,24.142162162162162,376.05675675675667,0.0,,,,,,,,,,0.0,,,,,,,
